Sum_Parameter;Rotational speed [rpm];Torque [Nm];Tool wear [min];Air temperature [K];Process temperature [K];Machine failure
0;1706;29.4;112;303.7;312.2;0
0;1341;62.0;151;300.4;310.0;0
0;1418;48.3;181;295.9;306.3;0
0;1893;24.6;146;297.6;309.3;0
0;1444;43.4;5;299.5;309.3;0
0;1363;49.3;44;298.6;309.5;0
0;1511;37.7;73;297.2;308.6;0
0;1529;43.9;0;297.4;308.5;0
0;1519;47.6;182;296.4;307.4;0
0;1386;51.0;94;298.3;309.0;0
0;1514;35.8;79;297.4;308.5;0
0;1557;34.5;174;297.4;307.9;0
0;1334;48.5;9;301.9;311.0;0
0;1439;43.9;114;297.4;308.6;0
0;1571;34.6;146;300.5;310.2;0
0;1456;45.8;66;298.2;307.8;0
0;1290;56.9;98;298.9;309.9;0
0;1331;51.8;102;298.8;310.2;0
0;1558;45.9;182;296.8;308.3;0
0;1330;53.6;171;300.7;309.8;0
0;1227;60.1;165;302.5;311.2;0
0;1309;55.5;71;300.4;311.5;0
0;1662;27.2;97;300.5;311.9;0
0;1390;47.6;3;297.5;309.4;0
0;1565;36.4;129;301.3;310.4;0
0;1638;34.5;15;298.2;308.9;0
0;1423;47.7;168;297.0;307.9;0
0;1558;36.7;35;298.0;309.2;0
0;1455;45.1;112;297.5;308.7;0
0;1436;46.9;29;295.6;306.2;0
0;1331;49.7;124;297.4;309.5;0
0;1630;31.6;2;303.3;311.4;0
0;1545;34.4;165;301.4;310.8;0
0;1557;37.0;48;301.1;310.1;0
0;1383;43.9;43;300.7;310.8;0
0;1823;24.3;160;299.3;309.1;0
0;1540;37.1;214;300.7;310.7;0
0;1521;40.0;65;300.7;310.2;0
0;1489;42.5;9;297.2;308.1;0
0;1426;43.3;73;300.2;311.5;0
0;1584;39.4;194;297.4;308.4;0
0;1470;45.9;100;304.1;313.6;0
0;1663;40.7;85;298.8;309.8;0
0;1414;46.6;192;298.7;308.4;0
0;1431;47.1;143;299.6;309.2;0
0;1575;34.5;98;301.9;309.7;0
0;1412;43.8;112;300.9;312.7;0
0;1545;36.6;186;297.5;309.1;0
0;1534;40.5;37;298.2;308.3;0
0;1525;39.7;108;301.8;310.8;0
0;1427;54.1;157;297.8;307.5;0
0;1524;34.8;36;300.3;311.5;0
0;1285;52.1;100;296.8;307.6;0
0;1659;42.6;203;300.1;311.5;0
0;1516;40.6;195;303.7;312.4;0
0;1567;31.2;89;300.6;311.0;0
0;1455;41.9;201;297.3;308.4;0
0;1537;37.5;101;299.9;309.4;0
0;1574;35.8;179;296.8;307.7;0
0;1471;37.2;114;297.4;308.3;0
0;1432;44.2;0;300.9;310.7;0
0;1558;39.9;160;297.4;308.3;0
0;1658;31.6;81;300.3;311.6;0
0;1611;43.2;210;302.6;312.1;0
0;1645;35.4;119;301.1;311.4;0
0;1397;51.9;192;302.6;311.9;0
0;1486;40.9;133;299.6;311.0;0
0;1560;35.7;170;300.4;311.1;0
0;1545;42.4;27;297.5;308.7;0
0;1662;28.1;109;301.2;310.6;0
0;1774;37.2;188;297.0;307.8;0
0;1567;36.5;26;300.4;309.9;0
0;1501;44.5;23;298.3;308.2;0
0;1434;45.2;68;300.4;309.5;0
0;1452;45.8;119;302.5;311.9;0
0;1456;51.7;131;297.4;308.7;0
0;1385;52.1;2;300.6;310.8;0
0;1488;41.2;5;300.9;311.1;0
1;1379;41.0;209;302.7;310.5;1
0;1809;26.1;29;301.9;310.8;0
0;1408;43.8;59;300.7;309.8;0
0;1481;38.2;85;298.8;308.7;0
0;1675;34.2;72;297.5;309.3;0
0;1620;31.9;199;299.3;308.9;0
0;1479;45.4;97;300.5;309.9;0
0;1387;43.7;153;298.1;307.5;0
0;1493;40.6;192;300.7;310.5;0
0;1465;40.8;124;300.0;309.7;0
0;1459;44.3;59;297.4;308.7;0
0;1448;28.2;46;302.6;310.6;0
0;1568;35.2;121;300.7;310.9;0
0;1442;50.4;26;297.9;309.0;0
0;1435;43.8;160;298.7;310.1;0
0;1596;35.5;183;298.7;309.6;0
0;1372;45.3;62;296.8;308.1;0
0;1391;49.2;79;302.9;312.4;0
0;1572;32.0;173;300.3;309.3;0
0;1538;40.2;0;297.5;308.3;0
0;1499;24.9;17;297.7;308.7;0
0;1454;39.8;115;301.5;311.1;0
0;1390;33.4;62;301.8;310.8;0
0;1439;44.1;110;297.5;308.7;0
0;1728;30.8;0;300.7;310.7;0
0;1356;55.8;0;297.4;309.0;0
0;1364;52.1;15;298.6;308.4;0
0;1512;34.1;144;297.3;308.6;0
0;1479;40.0;159;297.8;307.5;0
0;1487;39.1;0;300.0;311.4;0
0;1683;31.2;209;300.5;309.3;0
0;1576;31.0;195;300.5;310.6;0
0;1667;30.5;181;299.1;308.5;0
0;1502;38.5;33;297.9;309.9;0
0;1393;56.1;57;300.3;309.9;0
0;1563;42.0;68;299.1;310.3;0
0;1555;41.2;9;298.8;309.9;0
0;1492;41.4;80;298.9;310.1;0
0;1483;40.8;28;300.8;310.7;0
0;1671;35.0;45;300.4;309.4;0
0;1462;35.6;75;300.8;311.3;0
0;1535;45.6;92;300.3;311.6;0
0;1337;46.2;187;303.3;311.6;0
0;1472;44.0;59;297.3;308.6;0
0;1638;32.4;57;301.3;311.0;0
0;1448;44.3;154;297.4;308.7;0
0;1533;38.5;176;297.7;309.7;0
0;1772;23.5;6;301.5;310.8;0
0;1611;36.9;3;298.4;309.2;0
0;1454;41.6;129;301.7;311.1;0
0;1391;42.6;61;300.8;310.7;0
0;1566;36.3;176;300.6;311.7;0
0;1544;32.9;181;299.2;308.5;0
0;1474;44.0;179;297.7;307.1;0
1;1293;58.5;17;302.2;310.0;1
0;1751;27.7;168;297.2;308.7;0
0;1488;43.9;199;298.0;308.0;0
0;1388;41.2;98;297.8;307.5;0
0;1649;32.3;0;301.3;310.7;0
0;1519;36.2;48;298.9;308.5;0
0;1709;28.1;156;301.1;309.7;0
0;1417;41.8;186;297.4;307.9;0
0;1395;48.0;123;301.6;311.3;0
0;1388;34.5;76;298.2;307.8;0
0;1679;35.3;15;299.0;308.7;0
0;1666;32.8;166;298.9;310.2;0
0;1391;43.0;59;300.6;310.7;0
0;1398;41.6;129;302.6;312.6;0
0;1836;22.6;92;301.5;310.6;0
0;1520;38.2;114;300.6;310.6;0
0;1408;47.2;153;300.5;309.8;0
0;1568;33.5;218;300.8;310.8;0
0;1547;33.7;47;298.1;310.0;0
0;1459;44.9;3;300.4;311.8;0
0;1408;47.2;20;302.2;310.2;0
0;1692;27.4;114;298.2;308.7;0
0;1625;33.1;62;299.0;310.4;0
0;2011;21.8;18;300.2;309.6;0
0;1383;54.0;98;298.7;309.7;0
0;1515;37.2;146;297.1;308.4;0
0;1511;39.1;188;300.1;311.2;0
0;1571;36.7;110;297.4;308.1;0
0;1448;40.8;72;302.6;311.9;0
0;1671;28.8;184;303.0;311.2;0
0;1397;48.1;114;298.3;309.3;0
0;1431;46.4;92;301.6;310.5;0
0;1665;32.8;74;298.2;307.8;0
0;1704;30.9;39;297.4;308.2;0
0;1559;33.5;79;300.9;310.9;0
0;1608;34.9;93;298.4;308.9;0
0;1868;32.4;118;298.7;309.7;0
0;1546;33.8;96;297.5;308.6;0
0;1428;39.9;88;304.1;313.4;0
0;1479;46.7;35;300.4;310.3;0
0;1478;46.9;192;300.1;310.5;0
0;1821;26.1;69;299.2;308.7;0
1;1374;47.2;232;303.4;311.4;1
0;1602;33.2;59;297.4;308.7;0
0;1622;36.0;168;303.7;312.7;0
0;1553;33.7;26;301.0;311.0;0
0;1481;43.6;108;298.7;309.6;0
0;1365;53.3;167;302.0;310.4;0
0;1461;42.5;209;300.9;310.8;0
0;1549;37.0;155;297.3;308.3;0
0;1507;40.3;234;302.6;312.2;0
0;1480;50.9;5;301.3;310.8;0
0;1555;40.6;44;302.9;311.0;0
0;1609;32.0;191;297.0;307.8;0
0;1589;38.9;111;299.3;309.1;0
0;1546;41.0;32;300.2;311.4;0
0;1499;39.2;171;296.9;307.9;0
0;1432;49.0;48;298.5;308.1;0
0;1427;41.8;168;298.1;308.0;0
0;1446;41.0;139;297.5;308.6;0
0;1567;35.2;139;301.4;310.4;0
0;1378;40.3;195;297.6;308.4;0
0;1546;30.8;190;298.9;309.6;0
0;1423;44.1;0;300.5;311.6;0
0;1858;25.0;114;297.3;308.8;0
0;1389;43.2;23;301.5;310.7;0
0;1606;33.7;152;297.3;308.1;0
0;1246;52.9;119;300.5;311.6;0
0;1431;41.0;119;300.3;311.8;0
0;1654;27.6;123;298.0;307.6;0
0;1577;41.4;156;302.7;312.3;0
0;1418;51.9;106;297.5;308.7;0
0;1599;31.6;94;299.4;308.7;0
0;1401;35.4;9;299.2;308.7;0
0;1446;44.7;115;304.0;313.0;0
0;1430;47.4;17;298.8;308.6;0
0;1517;38.5;114;301.7;310.7;0
0;1550;38.5;42;298.7;309.9;0
0;1609;45.0;136;298.1;307.7;0
0;1818;22.3;179;302.6;311.0;0
0;1430;46.9;150;298.7;309.9;0
0;1571;38.2;0;298.2;308.8;0
0;1385;51.0;126;297.0;307.7;0
0;1678;28.7;196;299.7;311.0;0
0;1448;38.0;161;297.5;307.8;0
0;1531;29.9;144;297.8;307.5;0
0;1542;35.5;43;298.0;309.9;0
0;1377;49.0;49;302.2;310.4;0
0;1694;29.1;102;297.7;308.6;0
0;1429;45.7;121;297.5;308.7;0
0;1393;43.3;67;300.6;310.7;0
0;1611;27.1;157;302.0;310.5;0
0;1650;34.1;74;296.8;308.0;0
0;1334;51.4;126;300.1;309.4;0
0;1544;36.3;139;297.2;308.3;0
0;1772;27.9;114;299.0;310.0;0
0;1504;40.4;18;297.8;309.0;0
0;1332;62.4;147;300.0;311.0;0
0;1765;24.2;16;301.0;310.9;0
0;1496;45.8;89;299.0;310.3;0
0;1477;43.2;124;300.9;310.5;0
0;1767;27.5;116;297.6;308.6;0
0;1526;37.5;199;301.0;310.9;0
0;1470;36.2;95;298.1;309.0;0
0;1506;40.1;50;303.7;312.2;0
0;1356;55.8;184;297.4;308.0;0
0;1501;42.1;74;296.5;307.3;0
0;1820;23.9;207;303.4;311.8;0
0;1555;36.5;166;298.9;310.2;0
0;1558;36.1;108;300.5;312.0;0
0;1448;39.8;214;299.7;309.3;0
0;1424;55.6;43;299.1;309.2;0
0;1554;31.8;120;302.3;310.7;0
0;1501;37.7;187;299.3;309.3;0
0;1268;57.0;45;299.1;308.2;0
0;1462;41.1;143;303.8;312.7;0
0;1676;32.3;56;302.2;311.0;0
0;1673;29.5;208;299.8;309.2;0
0;1710;29.6;71;298.1;308.1;0
0;1593;34.1;188;300.9;312.0;0
0;1393;47.9;20;299.5;309.2;0
0;1547;42.8;142;299.2;308.4;0
0;1461;46.1;39;300.5;312.0;0
0;1717;28.8;73;300.0;311.5;0
0;1458;43.2;157;299.8;309.9;0
0;1491;46.5;173;300.5;312.0;0
0;1421;41.4;75;300.8;311.3;0
0;1450;46.1;178;300.8;311.8;0
0;1513;40.1;124;297.0;307.6;0
0;1349;38.0;38;300.9;311.9;0
1;2633;12.2;127;300.5;310.5;0
0;1521;36.0;34;300.7;310.3;0
0;1455;41.4;121;301.0;310.6;0
0;1627;33.2;74;302.3;311.2;0
0;1368;44.1;119;299.9;311.3;0
0;1444;50.7;99;298.3;310.1;0
0;1546;42.3;186;300.7;309.6;0
0;1521;42.9;118;301.5;310.8;0
0;1414;35.5;138;303.7;311.7;0
0;1493;47.9;20;300.7;310.5;0
0;1424;43.5;166;301.2;310.9;0
0;1438;51.9;59;299.0;310.4;0
0;1499;36.0;85;300.7;310.5;0
0;1485;39.9;109;296.9;307.8;0
0;1732;30.3;148;300.5;309.5;0
0;1472;33.4;87;301.9;310.6;0
0;1526;37.7;9;298.0;307.8;0
0;1465;40.8;70;301.6;310.1;0
0;1396;42.4;136;297.6;309.7;0
0;1397;45.5;102;301.3;310.5;0
0;1675;30.7;113;301.0;312.0;0
0;1420;43.2;68;297.9;307.4;0
0;1758;26.4;190;300.8;310.3;0
0;1692;30.0;71;300.6;309.4;0
0;1467;42.4;100;301.1;311.0;0
0;1340;56.6;171;297.1;308.4;0
1;1563;36.5;145;298.8;309.8;0
0;1325;49.2;102;301.6;311.0;0
0;1468;43.6;38;302.2;310.2;0
0;1477;41.1;192;302.0;310.5;0
0;1414;52.6;205;302.5;312.0;0
0;1569;34.1;111;298.3;307.9;0
0;1479;46.4;82;300.7;310.8;0
0;1486;42.3;140;301.6;310.8;0
0;1460;38.5;104;300.0;309.3;0
0;1342;49.6;206;300.5;310.6;0
0;1453;33.8;72;298.3;307.9;0
0;1533;37.1;26;300.4;310.2;0
0;1374;50.3;114;301.7;310.5;0
0;1422;40.7;148;298.0;308.4;0
0;1372;59.0;202;298.4;309.5;0
0;1426;45.5;23;299.1;308.5;0
0;1483;38.7;177;299.0;309.1;0
0;2219;16.7;155;301.1;310.7;0
0;1491;45.3;116;298.4;309.3;0
0;1536;39.4;135;299.8;311.1;0
0;1352;47.3;99;297.7;308.9;0
0;1510;34.7;63;296.9;308.0;0
0;1502;44.2;23;298.4;310.2;0
0;1667;35.6;206;300.3;310.3;0
0;1477;47.2;148;297.3;308.2;0
0;1366;43.0;117;300.4;312.0;0
0;1479;54.0;44;300.1;309.1;0
0;1501;40.0;131;301.8;310.1;0
0;1466;44.3;214;299.0;309.9;0
0;1445;43.0;124;301.9;311.0;0
0;1485;41.7;5;302.2;310.9;0
0;1742;31.7;150;299.2;308.4;0
0;1482;43.7;216;298.4;308.2;0
0;1456;47.5;185;300.0;311.1;0
0;1552;37.8;27;297.4;308.3;0
0;1353;50.5;172;299.7;309.2;0
0;1546;40.9;213;299.4;309.0;0
0;1518;35.1;71;299.3;308.6;0
0;1456;47.2;162;300.8;309.3;0
0;1443;44.0;96;301.2;309.9;0
0;1525;33.5;77;298.8;309.9;0
0;1441;44.9;16;301.5;310.1;0
0;1418;51.0;162;299.7;310.8;0
0;1592;35.7;174;301.3;311.1;0
0;1497;44.0;119;300.0;311.4;0
0;1501;44.0;77;302.0;310.5;0
0;1386;48.6;181;297.8;308.8;0
0;1491;38.0;153;299.0;310.3;0
0;1593;30.8;210;301.3;310.1;0
0;1553;36.8;162;299.7;309.6;0
0;1606;33.1;134;298.5;310.1;0
0;1488;39.4;144;297.3;308.6;0
0;1471;47.0;211;302.6;311.5;0
0;1658;32.9;106;302.2;311.3;0
0;1472;44.5;69;300.6;310.1;0
0;1576;31.4;125;298.8;310.6;0
0;1581;38.5;181;302.3;310.4;0
0;1435;43.7;189;298.5;309.4;0
0;1717;26.5;25;298.5;308.8;0
0;1526;33.8;151;296.3;307.1;0
0;1548;33.6;104;303.3;312.8;0
0;1418;45.2;15;301.4;310.8;0
0;1483;38.2;117;300.4;312.0;0
0;1463;38.6;142;297.7;309.4;0
0;1517;37.7;126;297.0;307.7;0
0;1510;38.3;106;299.8;310.4;0
0;1447;40.4;59;301.9;310.5;0
0;1418;36.9;46;301.6;310.8;0
0;1539;37.5;201;300.1;311.5;0
0;1499;38.5;204;300.5;310.7;0
0;1418;44.7;209;298.9;309.7;0
0;1469;43.7;138;301.8;309.6;0
0;1469;39.7;83;300.6;309.5;0
0;1493;37.9;23;301.0;310.6;0
0;1330;53.6;62;299.1;308.2;0
0;1389;54.8;39;300.2;309.8;0
0;1478;42.5;160;298.3;308.5;0
0;1407;52.4;112;297.5;308.2;0
0;1457;47.5;47;300.3;311.4;0
0;1492;41.3;212;297.2;308.5;0
0;1989;20.3;98;297.2;307.9;0
0;1366;53.6;102;300.7;310.8;0
0;1465;43.1;157;300.2;311.6;0
0;1511;35.6;64;302.7;310.1;0
0;2248;15.4;76;302.2;310.8;0
0;1550;37.0;167;297.1;308.6;0
0;1659;32.6;0;300.6;310.4;0
0;1577;35.9;137;298.3;309.1;0
0;1414;51.9;41;298.4;308.0;1
0;1434;47.0;209;302.4;310.5;0
0;1474;37.9;2;298.8;309.7;0
0;1429;43.7;102;300.9;310.8;0
0;1368;50.9;28;303.4;312.7;0
0;1419;52.0;160;301.4;310.7;0
0;1529;40.3;44;298.9;309.7;0
0;1465;43.7;126;296.8;307.6;0
0;1406;47.4;31;300.1;309.2;0
0;1743;27.5;155;298.8;309.4;0
0;1494;39.6;181;297.1;308.4;0
0;1398;47.5;127;298.6;309.4;0
0;1471;44.1;37;298.5;309.4;0
0;1634;31.7;76;302.2;310.8;0
0;1375;40.6;159;301.1;311.1;0
0;1360;56.8;205;301.3;310.1;0
0;1492;42.8;104;301.9;310.5;0
0;1461;59.5;70;299.4;309.1;0
0;1489;41.1;150;297.6;308.4;0
0;1458;45.3;194;297.3;308.1;0
0;1418;43.1;181;298.7;308.4;0
0;1544;40.0;70;298.1;309.9;0
0;1584;36.8;223;297.1;308.1;0
0;1385;46.3;7;298.9;310.6;0
0;1502;46.4;150;298.8;310.0;0
0;1479;42.6;174;300.6;310.4;0
0;1389;28.8;135;300.4;311.4;0
0;1542;44.4;173;298.6;309.3;0
0;1475;46.3;124;301.9;310.7;0
0;1535;39.0;137;301.6;310.6;0
0;1529;42.0;146;296.9;308.2;0
0;1742;28.9;145;298.3;308.2;0
0;1511;35.5;61;298.9;310.0;0
0;1521;35.9;215;303.4;312.0;1
0;1679;30.9;167;301.1;311.1;0
0;1499;42.8;164;298.1;308.0;0
0;1991;19.0;9;298.2;308.7;0
0;1477;24.3;68;298.4;309.4;0
0;1641;31.1;46;300.1;309.7;0
0;1455;49.0;17;297.0;307.9;0
0;1534;52.7;106;301.3;310.4;0
0;1564;35.0;63;298.2;308.3;0
0;1475;40.9;98;303.5;313.0;0
0;1511;33.6;139;298.2;308.5;0
0;1806;24.7;166;299.8;310.2;0
0;1724;30.3;196;300.1;310.1;0
0;1542;32.0;183;300.9;310.9;0
0;1393;48.9;158;302.5;310.8;0
0;1439;49.1;34;297.9;309.0;0
0;1523;34.7;185;297.6;307.2;0
0;1628;40.7;74;297.4;308.5;0
0;1477;27.6;46;300.5;311.4;0
0;1574;30.8;174;299.7;311.1;0
0;1408;49.4;20;298.2;308.9;0
0;1443;35.9;145;303.8;312.8;0
0;1841;23.5;35;301.9;311.0;0
0;1716;30.9;181;302.4;310.1;0
0;1589;35.0;91;302.6;312.3;0
0;1438;45.3;84;297.5;308.7;0
0;1505;37.0;2;297.3;308.4;0
0;1683;31.6;0;299.1;310.4;0
0;1511;35.3;150;299.7;309.3;0
0;1436;44.6;110;300.9;310.5;0
0;1709;38.1;122;300.9;310.4;0
0;1528;37.9;63;297.4;308.2;0
0;1447;43.9;7;300.5;310.6;0
0;1470;47.3;104;301.4;310.8;0
0;1398;43.4;24;300.3;311.4;0
0;1341;54.5;51;298.9;310.2;0
0;1525;40.4;37;298.9;308.9;0
0;1586;32.1;32;298.2;308.8;0
0;1362;51.3;153;300.4;309.7;0
0;1674;31.4;107;300.6;310.0;0
0;1624;34.1;155;300.1;309.6;0
0;1411;44.7;59;299.0;309.9;0
0;1506;36.7;5;297.5;308.5;0
0;1491;35.1;57;298.5;308.4;0
0;1432;49.3;59;297.5;308.4;0
0;1610;32.8;114;302.3;311.8;0
0;1432;45.7;146;298.2;309.0;0
0;1541;35.8;109;299.4;310.8;0
0;1268;35.2;75;301.1;311.3;0
0;1366;26.0;8;298.5;308.4;0
0;1554;37.7;101;298.3;310.0;0
0;1377;48.1;47;300.5;311.7;0
0;1422;51.6;158;299.2;308.5;0
0;1402;45.1;127;298.0;308.4;0
0;1621;33.4;3;301.6;310.8;0
0;1453;47.2;0;300.7;310.7;0
0;1336;57.1;171;300.9;310.3;0
0;1379;44.0;58;298.9;310.0;0
0;1539;39.2;96;300.3;311.7;0
0;1743;31.8;119;300.6;309.5;0
0;1667;30.0;200;300.3;309.2;0
0;1376;36.7;2;301.9;310.9;0
0;1523;36.2;30;300.6;310.6;0
0;1654;30.3;63;298.9;310.1;0
1;1754;27.5;159;303.7;312.6;0
0;1462;40.9;87;300.7;311.0;0
0;1429;57.9;148;300.2;311.5;0
0;1387;57.1;137;301.8;310.6;0
0;1614;32.9;191;298.1;308.7;0
0;1380;47.0;59;298.2;308.2;0
0;1348;58.2;116;297.4;308.7;0
0;1479;40.1;77;298.0;308.9;0
0;1483;39.0;153;300.8;310.8;0
0;1531;39.9;37;297.5;308.3;0
0;1500;37.6;0;301.5;310.8;0
0;1423;42.3;93;298.6;309.8;0
0;1397;30.0;168;301.0;309.6;0
1;1296;65.8;20;301.0;310.8;1
0;1422;43.1;26;297.1;308.4;0
0;1797;23.1;108;297.5;308.6;0
0;1543;36.7;78;302.3;311.2;0
0;1418;46.5;113;301.7;311.0;0
0;1465;42.9;153;300.0;311.4;0
0;1397;45.2;138;298.1;307.7;0
0;1374;44.4;167;302.0;310.5;0
0;1391;57.4;92;298.1;307.5;0
0;1447;43.1;46;297.8;307.9;0
0;1520;44.9;2;302.5;311.9;0
0;1423;44.6;111;299.8;310.6;0
0;1671;31.9;137;299.8;310.6;0
0;1419;45.7;109;296.9;307.8;0
0;1601;33.1;49;300.7;309.5;0
0;1550;30.4;74;302.9;312.5;0
0;1532;26.3;14;301.6;310.1;0
0;1335;35.7;40;298.2;308.7;0
0;1445;49.1;102;301.0;312.3;0
0;1763;25.5;127;303.5;312.7;0
0;1577;33.8;171;297.2;308.1;0
0;1681;30.4;0;300.6;309.7;0
0;1874;21.8;52;298.5;308.0;0
0;1879;21.7;0;301.5;310.9;0
0;1790;42.1;133;301.0;311.2;0
0;1378;55.5;35;302.3;311.3;0
0;1623;25.3;79;301.5;310.5;0
0;1359;51.9;173;300.8;310.7;0
0;1444;42.8;176;296.5;307.6;0
0;1645;32.8;150;298.8;309.5;0
0;1576;36.7;146;298.2;309.0;0
0;1498;36.0;134;297.5;308.6;0
0;1632;35.0;0;298.3;309.3;0
0;1374;33.7;181;299.2;309.0;0
0;1469;38.2;77;301.9;310.8;0
0;1389;47.7;34;300.1;309.7;0
0;1601;30.8;212;300.6;311.9;0
0;1688;32.4;73;297.3;308.4;0
0;1551;41.4;86;301.2;310.8;0
0;1427;50.3;203;297.5;308.9;0
1;1425;49.8;225;299.2;310.7;1
0;1618;37.6;34;301.2;310.0;0
0;1546;36.6;183;300.3;310.2;0
0;1404;44.1;76;300.4;309.4;0
0;1453;53.2;105;302.4;311.8;0
0;1435;43.9;69;300.2;311.8;0
0;1704;29.2;32;298.2;308.8;0
0;1513;35.0;153;297.1;308.4;0
0;1591;32.0;173;300.8;310.7;0
0;1540;29.0;17;300.7;309.5;0
0;1495;37.4;10;300.0;309.3;0
0;1451;38.6;36;298.6;309.9;0
0;1452;43.3;25;300.6;310.2;0
0;1468;49.1;92;300.0;310.4;0
0;1628;47.2;0;300.4;309.8;0
0;1547;36.7;77;300.1;309.6;0
0;1355;56.6;102;299.0;310.1;0
0;1598;32.1;59;299.1;310.1;0
0;1744;26.4;64;299.2;310.5;0
0;1571;34.8;51;301.8;310.9;0
0;1392;60.4;3;301.6;310.8;0
0;1563;39.0;44;297.6;308.7;0
0;1426;42.1;119;298.7;310.1;0
0;1528;43.9;114;300.4;311.6;0
0;1269;27.1;195;301.3;310.1;0
0;1404;44.2;40;297.9;309.0;0
0;1533;42.4;111;297.7;308.8;0
0;1423;40.6;137;301.0;311.6;0
0;1394;44.4;11;301.3;310.0;0
0;1448;44.9;112;300.8;312.7;0
0;1412;51.9;43;300.7;310.4;0
0;1431;45.2;33;297.3;308.2;0
0;1517;40.2;103;297.8;307.8;0
0;1493;40.1;202;301.0;312.3;0
0;1623;32.4;103;303.7;312.3;0
0;1413;40.6;154;301.0;311.6;0
0;1562;34.4;127;301.6;310.6;0
0;1685;28.4;177;297.4;309.0;0
0;1532;54.0;186;303.6;312.6;0
0;1565;39.4;127;301.3;310.6;0
0;1449;40.2;124;297.7;308.6;0
0;1375;41.8;159;300.5;312.0;0
0;1730;33.7;135;302.7;311.1;0
0;1379;49.6;23;300.5;311.7;0
0;1528;35.9;163;299.0;308.9;0
1;1378;53.7;110;301.7;310.9;1
0;1621;34.1;217;299.4;310.8;0
0;1597;33.1;150;300.5;312.0;0
0;1351;58.7;188;303.7;312.3;0
0;1984;44.1;169;301.2;309.9;0
1;1372;53.5;2;298.6;309.0;1
0;1471;46.8;96;301.7;310.1;0
0;1523;39.7;206;298.7;310.5;0
0;1456;43.6;101;298.0;307.5;0
0;1772;25.9;129;296.2;306.8;0
0;1688;32.0;131;299.0;310.3;0
0;1386;50.6;180;302.6;312.3;0
0;1555;32.7;76;301.5;310.5;0
0;1788;24.4;170;300.3;309.2;0
0;1589;37.0;113;304.2;313.4;0
0;1706;29.7;112;302.2;310.9;0
0;1463;46.3;57;298.2;308.7;0
0;1460;39.2;203;300.3;309.1;0
0;1889;21.8;49;301.7;310.8;0
0;1349;46.6;129;302.6;311.9;0
0;1641;27.7;168;299.7;309.3;0
0;1486;39.8;66;301.0;310.8;0
0;1446;45.7;180;296.3;307.2;0
0;1483;38.8;24;300.7;310.8;0
0;1513;40.1;195;301.2;311.0;0
0;1620;35.4;92;299.4;309.2;0
0;1419;45.5;188;300.9;310.9;0
0;1683;31.7;28;298.2;308.7;0
0;1451;36.6;7;299.2;308.3;0
0;1597;30.8;157;298.8;309.6;0
0;1338;53.0;128;296.8;307.6;0
0;1627;33.0;159;303.1;311.2;0
0;2639;11.4;151;300.3;311.5;1
0;1662;30.7;63;300.9;312.1;0
0;1546;35.4;0;302.8;312.2;0
0;1410;45.8;192;298.1;308.1;0
0;1621;36.9;122;301.0;309.8;0
0;1373;46.4;137;297.0;308.3;0
0;1449;47.7;32;297.7;309.0;0
1;1361;56.0;188;297.9;309.9;0
0;1460;39.6;0;301.5;310.6;0
0;1444;45.2;92;298.3;310.1;0
0;1483;50.1;114;301.7;310.6;0
0;1434;51.2;95;300.6;310.8;0
0;1390;45.6;74;301.0;310.5;0
0;1597;36.0;166;298.4;308.3;0
0;1465;48.6;156;302.2;310.0;0
0;1397;45.2;66;300.2;309.6;0
0;1636;28.7;93;301.4;310.4;0
0;1390;49.7;23;298.1;308.9;0
0;1813;28.5;200;301.5;310.6;0
0;1498;38.5;122;298.4;308.5;0
0;1405;38.2;83;301.5;310.6;0
0;1606;59.0;38;299.4;309.3;0
0;1419;39.0;39;302.5;311.6;0
0;1412;39.6;22;299.2;308.9;0
0;1378;48.8;49;298.1;309.4;0
0;1382;52.3;199;299.3;308.9;0
0;1683;28.1;74;296.8;307.8;0
0;1513;42.1;121;302.5;312.0;0
0;1455;44.7;47;298.8;308.1;0
0;1532;35.9;23;300.1;309.6;0
0;1490;42.8;127;300.0;311.4;0
0;1626;33.1;0;301.3;310.3;0
0;1650;29.2;7;301.0;312.2;0
0;1635;31.5;49;302.4;311.8;0
0;1448;47.7;83;299.0;310.1;0
0;1555;37.3;0;298.7;309.7;0
0;1686;26.1;67;295.6;306.2;0
0;1522;40.3;155;301.5;310.6;0
0;1608;38.4;31;300.9;310.8;0
0;1751;32.3;137;298.8;309.8;0
0;1426;41.5;64;298.1;308.0;0
0;1264;59.0;9;301.0;312.2;0
0;1354;47.1;96;298.6;309.5;1
0;1662;28.8;50;298.6;308.0;0
0;1568;34.6;12;298.1;308.4;0
0;1623;37.1;11;297.5;308.3;0
0;1811;23.2;200;301.2;311.0;0
0;1507;41.2;135;298.4;309.1;0
0;1402;44.4;50;298.9;310.1;0
0;1512;37.9;75;299.1;309.5;0
0;1501;39.8;204;300.8;311.9;0
0;1670;28.8;52;302.6;312.1;0
0;1570;39.7;124;297.2;308.3;0
0;1665;32.7;4;298.6;309.0;0
0;1388;49.6;34;304.1;313.3;0
0;1458;43.1;92;297.6;308.6;0
0;1811;24.4;24;298.8;309.9;0
0;1864;22.0;147;300.7;310.8;0
0;1577;39.2;11;299.0;310.2;0
0;1636;34.8;201;299.3;308.8;0
